-1.5868421547, 54.1662569419, 0.0000000000
-1.5868421547, 54.1662569419, 0.0000000000
-1.6861302380, 54.2607329356, 0.0000000000
-1.6861302380, 54.2607329356, 0.0000000000
-1.6957539817, 54.2694367397, 0.0000000000
-1.6957539817, 54.2694367397, 0.0000000000
-1.9151172442, 54.4476821661, 0.0000000000
-1.9151172442, 54.4476821661, 0.0000000000
-2.1730334907, 54.6126584185, 0.0000000000
-2.1730334907, 54.6126584185, 0.0000000000
-2.6428243228, 54.8088650079, 0.0000000000
-2.6428243228, 54.8088650079, 0.0000000000
-3.7160870524, 54.8588795586, 0.0000000000
-3.7160870524, 54.8588795586, 0.0000000000
-5.0586034894, 54.2960095230, 0.0000000000
-5.0586034894, 54.2960095230, 0.0000000000
-5.8418444431, 53.6651372242, 0.0000000000
-5.8418444431, 53.6651372242, 0.0000000000
-6.4088875288, 53.0531475058, 0.0000000000
-6.4088875288, 53.0531475058, 0.0000000000
-6.8927104315, 52.4074393974, 0.0000000000
-6.8927104315, 52.4074393974, 0.0000000000
-7.3021547098, 51.7496584283, 0.0000000000
-7.3021547098, 51.7496584283, 0.0000000000
-7.8025204528, 50.7548635782, 0.0000000000
-7.8025204528, 50.7548635782, 0.0000000000
-8.3850706259, 49.1302600050, 0.0000000000
-8.3850706259, 49.1302600050, 0.0000000000
-8.7390361488, 47.4535453837, 0.0000000000
-8.7390361488, 47.4535453837, 0.0000000000
-8.8671272882, 45.7973653619, 0.0000000000
-8.8671272882, 45.7973653619, 0.0000000000
-8.8366201487, 44.7733028461, 0.0000000000
-8.8366201487, 44.7733028461, 0.0000000000
-8.6996598377, 43.6411025829, 0.0000000000
-8.6996598377, 43.6411025829, 0.0000000000
-8.5276641875, 42.8232671224, 0.0000000000
-8.5276641875, 42.8232671224, 0.0000000000
-8.3537144943, 42.2071830639, 0.0000000000
-8.3537144943, 42.2071830639, 0.0000000000
-8.1389931902, 41.5935940923, 0.0000000000
-8.1389931902, 41.5935940923, 0.0000000000
-7.8276687307, 40.8713337315, 0.0000000000
-7.8276687307, 40.8713337315, 0.0000000000
-7.0530312480, 39.5305641612, 0.0000000000
-7.0530312480, 39.5305641612, 0.0000000000
-6.5376887604, 38.8436849368, 0.0000000000
-6.5376887604, 38.8436849368, 0.0000000000
-6.1388132456, 38.3831519233, 0.0000000000
-6.1388132456, 38.3831519233, 0.0000000000
-6.0186136741, 38.2540826528, 0.0000000000
-6.0186136741, 38.2540826528, 0.0000000000
-5.9111562578, 38.1420635884, 0.0000000000
-5.9111562578, 38.1420635884, 0.0000000000
-5.5815515985, 37.8164193582, 0.0000000000
-5.5815515985, 37.8164193582, 0.0000000000
-5.1686005781, 37.4415571342, 0.0000000000
-5.1686005781, 37.4415571342, 0.0000000000
-4.7125650448, 37.0629912242, 0.0000000000
-4.7125650448, 37.0629912242, 0.0000000000
-4.2669811674, 36.7226409166, 0.0000000000
-4.2669811674, 36.7226409166, 0.0000000000
-4.1074886653, 36.6069163074, 0.0000000000
-4.1074886653, 36.6069163074, 0.0000000000
-3.7177243801, 36.3359333400, 0.0000000000
-3.7177243801, 36.3359333400, 0.0000000000
-3.3619017257, 36.1015590674, 0.0000000000
